date,state,cases_new,Total cases as of date
17/3/2020,Kedah,2,29
17/3/2020,Kelantan,6,24
17/3/2020,Melaka,3,17
17/3/2020,Negeri Sembilan,3,46
17/3/2020,Pahang,2,21
17/3/2020,Perak,6,24
17/3/2020,Perlis,0,9
17/3/2020,Penang,9,27
17/3/2020,Sabah,25,82
17/3/2020,Sarawak,9,29
17/3/2020,Selangor,19,164
17/3/2020,Terengganu,3,7
17/3/2020,Kuala Lumpur,8,107
17/3/2020,Labuan,0,4
17/3/2020,Putrajaya,0,6
18/3/2020,Johor,13,90
18/3/2020,Kedah,6,35
18/3/2020,Kelantan,6,30
18/3/2020,Melaka,1,18
18/3/2020,Negeri Sembilan,1,47
18/3/2020,Pahang,11,32
18/3/2020,Perak,7,31
18/3/2020,Perlis,0,9
18/3/2020,Penang,5,32
18/3/2020,Sabah,21,103
18/3/2020,Sarawak,20,49
18/3/2020,Selangor,15,179
18/3/2020,Terengganu,3,10
18/3/2020,Kuala Lumpur,6,113
18/3/2020,Labuan,1,5
18/3/2020,Putrajaya,1,7
19/3/2020,Johor,13,103
19/3/2020,Kedah,4,39
19/3/2020,Kelantan,13,43
19/3/2020,Melaka,2,20
19/3/2020,Negeri Sembilan,11,58
19/3/2020,Pahang,0,32
19/3/2020,Perak,5,36
19/3/2020,Perlis,1,10
19/3/2020,Penang,0,32
19/3/2020,Sabah,9,112
19/3/2020,Sarawak,2,51
19/3/2020,Selangor,42,221
19/3/2020,Terengganu,2,12
19/3/2020,Kuala Lumpur,6,119
19/3/2020,Labuan,0,5
19/3/2020,Putrajaya,0,7
20/3/2020,Johor,13,116
20/3/2020,Kedah,1,40
20/3/2020,Kelantan,8,51
20/3/2020,Melaka,2,22
20/3/2020,Negeri Sembilan,9,67
20/3/2020,Pahang,4,36
20/3/2020,Perak,10,46
20/3/2020,Perlis,0,10
20/3/2020,Penang,5,37
20/3/2020,Sabah,7,119
20/3/2020,Sarawak,7,58
20/3/2020,Selangor,38,259
20/3/2020,Terengganu,8,20
20/3/2020,Kuala Lumpur,18,137
20/3/2020,Labuan,0,5
20/3/2020,Putrajaya,0,7
21/3/2020,Johor,16,132
21/3/2020,Kedah,6,46
21/3/2020,Kelantan,10,61
21/3/2020,Melaka,0,22
21/3/2020,Negeri Sembilan,6,73
21/3/2020,Pahang,0,36
21/3/2020,Perak,10,56
21/3/2020,Perlis,0,10
21/3/2020,Penang,13,50
21/3/2020,Sabah,17,136
21/3/2020,Sarawak,10,68
21/3/2020,Selangor,27,286
21/3/2020,Terengganu,7,27
21/3/2020,Kuala Lumpur,29,166
21/3/2020,Labuan,0,5
21/3/2020,Putrajaya,2,9
22/3/2020,Johor,16,148
22/3/2020,Kedah,5,51
22/3/2020,Kelantan,2,63
22/3/2020,Melaka,1,23
22/3/2020,Negeri Sembilan,6,79
22/3/2020,Pahang,3,39
22/3/2020,Perak,11,67
22/3/2020,Perlis,0,10
22/3/2020,Penang,8,58
22/3/2020,Sabah,22,158
22/3/2020,Sarawak,8,76
22/3/2020,Selangor,16,302
22/3/2020,Terengganu,5,32
22/3/2020,Kuala Lumpur,18,184
22/3/2020,Labuan,0,5
22/3/2020,Putrajaya,2,11
23/3/2020,Johor,14,162
23/3/2020,Kedah,7,58
23/3/2020,Kelantan,8,71
23/3/2020,Melaka,2,25
23/3/2020,Negeri Sembilan,16,95
23/3/2020,Pahang,16,55
23/3/2020,Perak,15,82
23/3/2020,Perlis,0,10
23/3/2020,Penang,8,66
23/3/2020,Sabah,11,169
23/3/2020,Sarawak,2,78
23/3/2020,Selangor,46,348
23/3/2020,Terengganu,6,38
23/3/2020,Kuala Lumpur,59,243
23/3/2020,Labuan,0,5
23/3/2020,Putrajaya,2,13
24/3/2020,Johor,4,166
24/3/2020,Kedah,5,63
24/3/2020,Kelantan,7,78
24/3/2020,Melaka,6,31
24/3/2020,Negeri Sembilan,14,109
24/3/2020,Pahang,1,56
24/3/2020,Perak,17,99
24/3/2020,Perlis,0,10
24/3/2020,Penang,2,68
24/3/2020,Sabah,1,170
24/3/2020,Sarawak,5,83
24/3/2020,Selangor,27,375
24/3/2020,Terengganu,0,38
24/3/2020,Kuala Lumpur,15,258
24/3/2020,Labuan,0,5
24/3/2020,Putrajaya,2,15
25/3/2020,Johor,34,200
25/3/2020,Kedah,6,69
25/3/2020,Kelantan,6,84
25/3/2020,Melaka,2,33
25/3/2020,Negeri Sembilan,14,123
25/3/2020,Pahang,7,63
25/3/2020,Perak,30,129
25/3/2020,Perlis,1,11
25/3/2020,Penang,1,69
25/3/2020,Sabah,0,170
25/3/2020,Sarawak,2,85
25/3/2020,Selangor,53,428
25/3/2020,Terengganu,0,38
25/3/2020,Kuala Lumpur,15,273
25/3/2020,Labuan,0,5
25/3/2020,Putrajaya,1,16
26/3/2020,Johor,43,243
26/3/2020,Kedah,3,72
26/3/2020,Kelantan,10,94
26/3/2020,Melaka,0,33
26/3/2020,Negeri Sembilan,9,132
26/3/2020,Pahang,2,65
26/3/2020,Perak,23,152
26/3/2020,Perlis,0,11
26/3/2020,Penang,4,73
26/3/2020,Sabah,2,172
26/3/2020,Sarawak,10,95
26/3/2020,Selangor,77,505
26/3/2020,Terengganu,1,39
26/3/2020,Kuala Lumpur,49,322
26/3/2020,Labuan,0,5
26/3/2020,Putrajaya,2,18
27/3/2020,Johor,20,263
27/3/2020,Kedah,1,73
27/3/2020,Kelantan,4,98
27/3/2020,Melaka,0,33
27/3/2020,Negeri Sembilan,6,138
27/3/2020,Pahang,5,70
27/3/2020,Perak,7,159
27/3/2020,Perlis,0,11
27/3/2020,Penang,6,79
27/3/2020,Sabah,10,182
27/3/2020,Sarawak,15,110
27/3/2020,Selangor,36,541
27/3/2020,Terengganu,2,41
27/3/2020,Kuala Lumpur,16,338
27/3/2020,Labuan,0,5
27/3/2020,Putrajaya,2,20
28/3/2020,Johor,26,289
28/3/2020,Kedah,1,74
28/3/2020,Kelantan,10,108
28/3/2020,Melaka,9,42
28/3/2020,Negeri Sembilan,15,153
28/3/2020,Pahang,14,84
28/3/2020,Perak,6,165
28/3/2020,Perlis,0,11
28/3/2020,Penang,6,85
28/3/2020,Sabah,15,197
28/3/2020,Sarawak,8,118
28/3/2020,Selangor,34,575
28/3/2020,Terengganu,4,45
28/3/2020,Kuala Lumpur,6,344
28/3/2020,Labuan,5,10
28/3/2020,Putrajaya,0,20
29/3/2020,Johor,24,313
29/3/2020,Kedah,1,75
29/3/2020,Kelantan,15,123
29/3/2020,Melaka,1,43
29/3/2020,Negeri Sembilan,9,162
29/3/2020,Pahang,12,96
29/3/2020,Perak,11,176
29/3/2020,Perlis,0,11
29/3/2020,Penang,1,86
29/3/2020,Sabah,0,197
29/3/2020,Sarawak,11,129
29/3/2020,Selangor,33,608
29/3/2020,Terengganu,2,47
29/3/2020,Kuala Lumpur,28,372
29/3/2020,Labuan,0,10
29/3/2020,Putrajaya,2,22
30/3/2020,Johor,22,335
30/3/2020,Kedah,2,77
30/3/2020,Kelantan,4,127
30/3/2020,Melaka,7,50
30/3/2020,Negeri Sembilan,10,172
30/3/2020,Pahang,3,99
30/3/2020,Perak,8,184
30/3/2020,Perlis,1,12
30/3/2020,Penang,1,87
30/3/2020,Sabah,4,201
30/3/2020,Sarawak,6,135
30/3/2020,Selangor,59,667
30/3/2020,Terengganu,0,47
30/3/2020,Kuala Lumpur,26,398
30/3/2020,Labuan,0,10
30/3/2020,Putrajaya,3,25
31/3/2020,Johor,16,351
31/3/2020,Kedah,0,77
31/3/2020,Kelantan,4,131
31/3/2020,Melaka,2,52
31/3/2020,Negeri Sembilan,9,181
31/3/2020,Pahang,3,102
31/3/2020,Perak,5,189
31/3/2020,Perlis,1,13
31/3/2020,Penang,6,93
31/3/2020,Sabah,5,206
31/3/2020,Sarawak,21,156
31/3/2020,Selangor,32,699
31/3/2020,Terengganu,0,47
31/3/2020,Kuala Lumpur,34,432
31/3/2020,Labuan,0,10
31/3/2020,Putrajaya,2,27
1/4/2020,Johor,19,370
1/4/2020,Kedah,2,79
1/4/2020,Kelantan,3,134
1/4/2020,Melaka,11,63
1/4/2020,Negeri Sembilan,8,189
1/4/2020,Pahang,9,111
1/4/2020,Perak,5,194
1/4/2020,Perlis,0,13
1/4/2020,Penang,2,95
1/4/2020,Sabah,3,209
1/4/2020,Sarawak,32,188
1/4/2020,Selangor,22,721
1/4/2020,Terengganu,1,48
1/4/2020,Kuala Lumpur,25,457
1/4/2020,Labuan,0,10
1/4/2020,Putrajaya,0,27
2/4/2020,Johor,27,397
2/4/2020,Kedah,1,80
2/4/2020,Kelantan,3,137
2/4/2020,Melaka,7,70
2/4/2020,Negeri Sembilan,17,206
2/4/2020,Pahang,3,114
2/4/2020,Perak,6,200
2/4/2020,Perlis,0,13
2/4/2020,Penang,2,97
2/4/2020,Sabah,1,210
2/4/2020,Sarawak,23,211
2/4/2020,Selangor,70,791
2/4/2020,Terengganu,2,50
2/4/2020,Kuala Lumpur,39,496
2/4/2020,Labuan,0,10
2/4/2020,Putrajaya,7,34
3/4/2020,Johor,21,418
3/4/2020,Kedah,1,81
3/4/2020,Kelantan,0,137
3/4/2020,Melaka,3,73
3/4/2020,Negeri Sembilan,4,210
3/4/2020,Pahang,13,127
3/4/2020,Perak,5,205
3/4/2020,Perlis,0,13
3/4/2020,Penang,0,97
3/4/2020,Sabah,5,215
3/4/2020,Sarawak,28,239
3/4/2020,Selangor,63,854
3/4/2020,Terengganu,18,68
3/4/2020,Kuala Lumpur,55,551
3/4/2020,Labuan,0,10
3/4/2020,Putrajaya,1,35
4/4/2020,Johor,6,424
4/4/2020,Kedah,0,81
4/4/2020,Kelantan,2,139
4/4/2020,Melaka,2,75
4/4/2020,Negeri Sembilan,9,219
4/4/2020,Pahang,24,151
4/4/2020,Perak,2,207
4/4/2020,Perlis,0,13
4/4/2020,Penang,1,98
4/4/2020,Sabah,10,225
4/4/2020,Sarawak,7,246
4/4/2020,Selangor,29,883
4/4/2020,Terengganu,6,74
4/4/2020,Kuala Lumpur,50,601
4/4/2020,Labuan,1,11
4/4/2020,Putrajaya,1,36
5/4/2020,Johor,16,440
5/4/2020,Kedah,1,82
5/4/2020,Kelantan,2,141
5/4/2020,Melaka,14,89
5/4/2020,Negeri Sembilan,12,231
5/4/2020,Pahang,7,158
5/4/2020,Perak,6,213
5/4/2020,Perlis,1,14
5/4/2020,Penang,2,100
5/4/2020,Sabah,13,238
5/4/2020,Sarawak,15,261
5/4/2020,Selangor,50,933
5/4/2020,Terengganu,10,84
5/4/2020,Kuala Lumpur,29,630
5/4/2020,Labuan,0,11
5/4/2020,Putrajaya,1,37
6/4/2020,Johor,30,470
6/4/2020,Kedah,3,85
6/4/2020,Kelantan,1,142
6/4/2020,Melaka,10,99
6/4/2020,Negeri Sembilan,8,239
6/4/2020,Pahang,3,161
6/4/2020,Perak,6,219
6/4/2020,Perlis,0,14
6/4/2020,Penang,0,100
6/4/2020,Sabah,2,240
6/4/2020,Sarawak,12,273
6/4/2020,Selangor,27,960
6/4/2020,Terengganu,6,90
6/4/2020,Kuala Lumpur,18,648
6/4/2020,Labuan,1,12
6/4/2020,Putrajaya,4,41
7/4/2020,Johor,10,480
7/4/2020,Kedah,5,90
7/4/2020,Kelantan,5,147
7/4/2020,Melaka,4,103
7/4/2020,Negeri Sembilan,22,261
7/4/2020,Pahang,5,166
7/4/2020,Perak,14,233
7/4/2020,Perlis,4,18
7/4/2020,Penang,1,101
7/4/2020,Sabah,1,241
7/4/2020,Sarawak,15,288
7/4/2020,Selangor,50,1010
7/4/2020,Terengganu,0,90
7/4/2020,Kuala Lumpur,31,679
7/4/2020,Labuan,1,13
7/4/2020,Putrajaya,2,43
8/4/2020,Johor,18,498
8/4/2020,Kedah,1,91
8/4/2020,Kelantan,0,147
8/4/2020,Melaka,13,116
8/4/2020,Negeri Sembilan,9,270
8/4/2020,Pahang,3,169
8/4/2020,Perak,4,237
8/4/2020,Perlis,0,18
8/4/2020,Penang,6,107
8/4/2020,Sabah,7,248
8/4/2020,Sarawak,18,306
8/4/2020,Selangor,58,1068
8/4/2020,Terengganu,3,93
8/4/2020,Kuala Lumpur,14,693
8/4/2020,Labuan,0,13
8/4/2020,Putrajaya,2,45
9/4/2020,Johor,7,505
9/4/2020,Kedah,2,93
9/4/2020,Kelantan,1,148
9/4/2020,Melaka,3,119
9/4/2020,Negeri Sembilan,11,281
9/4/2020,Pahang,14,183
9/4/2020,Perak,4,241
9/4/2020,Perlis,0,18
9/4/2020,Penang,0,107
9/4/2020,Sabah,0,248
9/4/2020,Sarawak,6,312
9/4/2020,Selangor,39,1107
9/4/2020,Terengganu,5,98
9/4/2020,Kuala Lumpur,15,708
9/4/2020,Labuan,0,13
9/4/2020,Putrajaya,2,47
10/4/2020,Johor,19,524
10/4/2020,Kedah,0,93
10/4/2020,Kelantan,1,149
10/4/2020,Melaka,14,133
10/4/2020,Negeri Sembilan,11,292
10/4/2020,Pahang,4,187
10/4/2020,Perak,1,242
10/4/2020,Perlis,0,18
10/4/2020,Penang,1,108
10/4/2020,Sabah,2,250
10/4/2020,Sarawak,15,327
10/4/2020,Selangor,31,1138
10/4/2020,Terengganu,3,101
10/4/2020,Kuala Lumpur,14,722
10/4/2020,Labuan,0,13
10/4/2020,Putrajaya,2,49
11/4/2020,Johor,21,545
11/4/2020,Kedah,0,93
11/4/2020,Kelantan,2,151
11/4/2020,Melaka,8,141
11/4/2020,Negeri Sembilan,17,309
11/4/2020,Pahang,27,214
11/4/2020,Perak,1,243
11/4/2020,Perlis,0,18
11/4/2020,Penang,5,113
11/4/2020,Sabah,10,260
11/4/2020,Sarawak,7,334
11/4/2020,Selangor,35,1173
11/4/2020,Terengganu,1,102
11/4/2020,Kuala Lumpur,46,768
11/4/2020,Labuan,2,15
11/4/2020,Putrajaya,2,51
12/4/2020,Johor,14,559
12/4/2020,Kedah,0,93
12/4/2020,Kelantan,1,152
12/4/2020,Melaka,3,144
12/4/2020,Negeri Sembilan,9,318
12/4/2020,Pahang,11,225
12/4/2020,Perak,1,244
12/4/2020,Perlis,0,18
12/4/2020,Penang,2,115
12/4/2020,Sabah,6,266
12/4/2020,Sarawak,8,342
12/4/2020,Selangor,53,1226
12/4/2020,Terengganu,0,102
12/4/2020,Kuala Lumpur,44,812
12/4/2020,Labuan,0,15
12/4/2020,Putrajaya,1,52
13/4/2020,Johor,20,579
13/4/2020,Kedah,0,93
13/4/2020,Kelantan,2,154
13/4/2020,Melaka,0,144
13/4/2020,Negeri Sembilan,42,360
13/4/2020,Pahang,0,225
13/4/2020,Perak,3,247
13/4/2020,Perlis,0,18
13/4/2020,Penang,0,115
13/4/2020,Sabah,14,280
13/4/2020,Sarawak,6,348
13/4/2020,Selangor,13,1239
13/4/2020,Terengganu,4,106
13/4/2020,Kuala Lumpur,28,840
13/4/2020,Labuan,0,15
13/4/2020,Putrajaya,2,54
14/4/2020,Johor,8,587
14/4/2020,Kedah,0,93
14/4/2020,Kelantan,0,154
14/4/2020,Melaka,3,147
14/4/2020,Negeri Sembilan,2,362
14/4/2020,Pahang,11,236
14/4/2020,Perak,3,250
14/4/2020,Perlis,0,18
14/4/2020,Penang,3,118
14/4/2020,Sabah,5,285
14/4/2020,Sarawak,15,363
14/4/2020,Selangor,52,1291
14/4/2020,Terengganu,0,106
14/4/2020,Kuala Lumpur,68,908
14/4/2020,Labuan,0,15
14/4/2020,Putrajaya,0,54
15/4/2020,Johor,14,601
15/4/2020,Kedah,1,94
15/4/2020,Kelantan,0,154
15/4/2020,Melaka,0,147
15/4/2020,Negeri Sembilan,1,363
15/4/2020,Pahang,17,253
15/4/2020,Perak,0,250
15/4/2020,Perlis,0,18
15/4/2020,Penang,0,118
15/4/2020,Sabah,0,285
15/4/2020,Sarawak,8,371
15/4/2020,Selangor,18,1309
15/4/2020,Terengganu,0,106
15/4/2020,Kuala Lumpur,26,934
15/4/2020,Labuan,0,15
15/4/2020,Putrajaya,0,54
16/4/2020,Johor,13,614
16/4/2020,Kedah,0,94
16/4/2020,Kelantan,1,155
16/4/2020,Melaka,0,147
16/4/2020,Negeri Sembilan,26,389
16/4/2020,Pahang,8,261
16/4/2020,Perak,1,251
16/4/2020,Perlis,0,18
16/4/2020,Penang,0,118
16/4/2020,Sabah,3,288
16/4/2020,Sarawak,16,387
16/4/2020,Selangor,13,1322
16/4/2020,Terengganu,2,108
16/4/2020,Kuala Lumpur,26,960
16/4/2020,Labuan,0,15
16/4/2020,Putrajaya,1,55
17/4/2020,Johor,9,623
17/4/2020,Kedah,0,94
17/4/2020,Kelantan,0,155
17/4/2020,Melaka,1,148
17/4/2020,Negeri Sembilan,13,402
17/4/2020,Pahang,1,262
17/4/2020,Perak,1,252
17/4/2020,Perlis,0,18
17/4/2020,Penang,0,118
17/4/2020,Sabah,5,293
17/4/2020,Sarawak,10,397
17/4/2020,Selangor,10,1332
17/4/2020,Terengganu,0,108
17/4/2020,Kuala Lumpur,18,978
17/4/2020,Labuan,1,16
17/4/2020,Putrajaya,0,55
18/4/2020,Johor,16,639
18/4/2020,Kedah,0,94
18/4/2020,Kelantan,0,155
18/4/2020,Melaka,0,148
18/4/2020,Negeri Sembilan,3,405
18/4/2020,Pahang,2,264
18/4/2020,Perak,0,252
18/4/2020,Perlis,0,18
18/4/2020,Penang,0,118
18/4/2020,Sabah,10,303
18/4/2020,Sarawak,6,403
18/4/2020,Selangor,2,1334
18/4/2020,Terengganu,1,109
18/4/2020,Kuala Lumpur,14,992
18/4/2020,Labuan,0,16
18/4/2020,Putrajaya,0,55
19/4/2020,Johor,3,642
19/4/2020,Kedah,0,94
19/4/2020,Kelantan,0,155
19/4/2020,Melaka,37,185
19/4/2020,Negeri Sembilan,0,405
19/4/2020,Pahang,5,269
19/4/2020,Perak,0,252
19/4/2020,Perlis,0,18
19/4/2020,Penang,0,118
19/4/2020,Sabah,3,306
19/4/2020,Sarawak,5,408
19/4/2020,Selangor,10,1344
19/4/2020,Terengganu,0,109
19/4/2020,Kuala Lumpur,12,1004
19/4/2020,Labuan,0,16
19/4/2020,Putrajaya,9,64
20/4/2020,Johor,2,644
20/4/2020,Kedah,0,94
20/4/2020,Kelantan,0,155
20/4/2020,Melaka,2,187
20/4/2020,Negeri Sembilan,3,408
20/4/2020,Pahang,2,271
20/4/2020,Perak,0,252
20/4/2020,Perlis,0,18
20/4/2020,Penang,0,118
20/4/2020,Sabah,2,308
20/4/2020,Sarawak,6,414
20/4/2020,Selangor,2,1346
20/4/2020,Terengganu,0,109
20/4/2020,Kuala Lumpur,4,1008
20/4/2020,Labuan,0,16
20/4/2020,Putrajaya,13,77
21/4/2020,Johor,1,645
21/4/2020,Kedah,0,94
21/4/2020,Kelantan,0,155
21/4/2020,Melaka,1,188
21/4/2020,Negeri Sembilan,1,409
21/4/2020,Pahang,8,279
21/4/2020,Perak,0,252
21/4/2020,Perlis,0,18
21/4/2020,Penang,0,118
21/4/2020,Sabah,0,308
21/4/2020,Sarawak,22,436
21/4/2020,Selangor,11,1357
21/4/2020,Terengganu,0,109
21/4/2020,Kuala Lumpur,13,1021
21/4/2020,Labuan,0,16
21/4/2020,Putrajaya,0,77
22/4/2020,Johor,3,648
22/4/2020,Kedah,1,95
22/4/2020,Kelantan,0,155
22/4/2020,Melaka,1,189
22/4/2020,Negeri Sembilan,2,411
22/4/2020,Pahang,6,285
22/4/2020,Perak,0,252
22/4/2020,Perlis,0,18
22/4/2020,Penang,0,118
22/4/2020,Sabah,0,308
22/4/2020,Sarawak,19,455
22/4/2020,Selangor,1,1358
22/4/2020,Terengganu,0,109
22/4/2020,Kuala Lumpur,16,1037
22/4/2020,Labuan,0,16
22/4/2020,Putrajaya,1,78
23/4/2020,Johor,3,651
23/4/2020,Kedah,0,95
23/4/2020,Kelantan,0,155
23/4/2020,Melaka,0,189
23/4/2020,Negeri Sembilan,20,431
23/4/2020,Pahang,1,286
23/4/2020,Perak,0,252
23/4/2020,Perlis,0,18
23/4/2020,Penang,0,118
23/4/2020,Sabah,1,309
23/4/2020,Sarawak,4,459
23/4/2020,Selangor,12,1370
23/4/2020,Terengganu,1,110
23/4/2020,Kuala Lumpur,29,1066
23/4/2020,Labuan,0,16
23/4/2020,Putrajaya,0,78
24/4/2020,Johor,4,655
24/4/2020,Kedah,0,95
24/4/2020,Kelantan,0,155
24/4/2020,Melaka,3,192
24/4/2020,Negeri Sembilan,2,433
24/4/2020,Pahang,1,287
24/4/2020,Perak,0,252
24/4/2020,Perlis,0,18
24/4/2020,Penang,0,118
24/4/2020,Sabah,2,311
24/4/2020,Sarawak,9,468
24/4/2020,Selangor,18,1388
24/4/2020,Terengganu,0,110
24/4/2020,Kuala Lumpur,49,1115
24/4/2020,Labuan,0,16
24/4/2020,Putrajaya,0,78
25/4/2020,Johor,0,655
25/4/2020,Kedah,0,95
25/4/2020,Kelantan,0,155
25/4/2020,Melaka,0,192
25/4/2020,Negeri Sembilan,0,433
25/4/2020,Pahang,1,288
25/4/2020,Perak,0,252
25/4/2020,Perlis,0,18
25/4/2020,Penang,0,118
25/4/2020,Sabah,0,311
25/4/2020,Sarawak,10,478
25/4/2020,Selangor,1,1389
25/4/2020,Terengganu,0,110
25/4/2020,Kuala Lumpur,39,1154
25/4/2020,Labuan,0,16
25/4/2020,Putrajaya,0,78
26/4/2020,Johor,4,659
26/4/2020,Kedah,0,95
26/4/2020,Kelantan,0,155
26/4/2020,Melaka,1,193
26/4/2020,Negeri Sembilan,1,434
26/4/2020,Pahang,0,288
26/4/2020,Perak,0,252
26/4/2020,Perlis,0,18
26/4/2020,Penang,2,120
26/4/2020,Sabah,0,311
26/4/2020,Sarawak,7,485
26/4/2020,Selangor,6,1395
26/4/2020,Terengganu,0,110
26/4/2020,Kuala Lumpur,16,1170
26/4/2020,Labuan,0,16
26/4/2020,Putrajaya,1,79
27/4/2020,Johor,0,659
27/4/2020,Kedah,0,95
27/4/2020,Kelantan,0,155
27/4/2020,Melaka,0,193
27/4/2020,Negeri Sembilan,1,435
27/4/2020,Pahang,0,288
27/4/2020,Perak,1,253
27/4/2020,Perlis,0,18
27/4/2020,Penang,0,120
27/4/2020,Sabah,1,312
27/4/2020,Sarawak,3,488
27/4/2020,Selangor,4,1399
27/4/2020,Terengganu,0,110
27/4/2020,Kuala Lumpur,30,1200
27/4/2020,Labuan,0,16
27/4/2020,Putrajaya,0,79
28/4/2020,Johor,1,660
28/4/2020,Kedah,0,95
28/4/2020,Kelantan,0,155
28/4/2020,Melaka,0,193
28/4/2020,Negeri Sembilan,1,436
28/4/2020,Pahang,0,288
28/4/2020,Perak,0,253
28/4/2020,Perlis,0,18
28/4/2020,Penang,0,120
28/4/2020,Sabah,1,313
28/4/2020,Sarawak,8,496
28/4/2020,Selangor,5,1404
28/4/2020,Terengganu,0,110
28/4/2020,Kuala Lumpur,14,1214
28/4/2020,Labuan,0,16
28/4/2020,Putrajaya,1,80
29/4/2020,Johor,0,660
29/4/2020,Kedah,0,95
29/4/2020,Kelantan,0,155
29/4/2020,Melaka,0,193
29/4/2020,Negeri Sembilan,72,508
29/4/2020,Pahang,5,293
29/4/2020,Perak,0,253
29/4/2020,Perlis,0,18
29/4/2020,Penang,0,120
29/4/2020,Sabah,2,315
29/4/2020,Sarawak,6,502
29/4/2020,Selangor,1,1405
29/4/2020,Terengganu,0,110
29/4/2020,Kuala Lumpur,8,1222
29/4/2020,Labuan,0,16
29/4/2020,Putrajaya,0,80
30/4/2020,Johor,3,663
30/4/2020,Kedah,0,95
30/4/2020,Kelantan,0,155
30/4/2020,Melaka,5,198
30/4/2020,Negeri Sembilan,5,513
30/4/2020,Pahang,1,294
30/4/2020,Perak,0,253
30/4/2020,Perlis,0,18
30/4/2020,Penang,0,120
30/4/2020,Sabah,0,315
30/4/2020,Sarawak,5,507
30/4/2020,Selangor,27,1432
30/4/2020,Terengganu,0,110
30/4/2020,Kuala Lumpur,10,1232
30/4/2020,Labuan,0,16
30/4/2020,Putrajaya,1,81
1/5/2020,Johor,3,666
1/5/2020,Kedah,0,95
1/5/2020,Kelantan,0,155
1/5/2020,Melaka,1,199
1/5/2020,Negeri Sembilan,0,513
1/5/2020,Pahang,3,297
1/5/2020,Perak,0,253
1/5/2020,Perlis,0,18
1/5/2020,Penang,0,120
1/5/2020,Sabah,0,315
1/5/2020,Sarawak,2,509
1/5/2020,Selangor,24,1456
1/5/2020,Terengganu,0,110
1/5/2020,Kuala Lumpur,32,1264
1/5/2020,Labuan,0,16
1/5/2020,Putrajaya,4,85
2/5/2020,Johor,1,667
2/5/2020,Kedah,0,95
2/5/2020,Kelantan,0,155
2/5/2020,Melaka,2,201
2/5/2020,Negeri Sembilan,8,521
2/5/2020,Pahang,8,305
2/5/2020,Perak,0,253
2/5/2020,Perlis,0,18
2/5/2020,Penang,0,120
2/5/2020,Sabah,0,315
2/5/2020,Sarawak,9,518
2/5/2020,Selangor,63,1519
2/5/2020,Terengganu,0,110
2/5/2020,Kuala Lumpur,14,1278
2/5/2020,Labuan,0,16
2/5/2020,Putrajaya,0,85
3/5/2020,Johor,0,667
3/5/2020,Kedah,0,95
3/5/2020,Kelantan,0,155
3/5/2020,Melaka,3,204
3/5/2020,Negeri Sembilan,71,592
3/5/2020,Pahang,0,305
3/5/2020,Perak,0,253
3/5/2020,Perlis,0,18
3/5/2020,Penang,0,120
3/5/2020,Sabah,1,316
3/5/2020,Sarawak,5,523
3/5/2020,Selangor,11,1530
3/5/2020,Terengganu,0,110
3/5/2020,Kuala Lumpur,30,1308
3/5/2020,Labuan,0,16
3/5/2020,Putrajaya,1,86
4/5/2020,Johor,0,667
4/5/2020,Kedah,0,95
4/5/2020,Kelantan,0,155
4/5/2020,Melaka,3,207
4/5/2020,Negeri Sembilan,6,598
4/5/2020,Pahang,0,305
4/5/2020,Perak,0,253
4/5/2020,Perlis,0,18
4/5/2020,Penang,0,120
4/5/2020,Sabah,0,316
4/5/2020,Sarawak,0,523
4/5/2020,Selangor,21,1551
4/5/2020,Terengganu,0,110
4/5/2020,Kuala Lumpur,25,1333
4/5/2020,Labuan,0,16
4/5/2020,Putrajaya,0,86
5/5/2020,Johor,0,667
5/5/2020,Kedah,0,95
5/5/2020,Kelantan,0,155
5/5/2020,Melaka,0,207
5/5/2020,Negeri Sembilan,0,598
5/5/2020,Pahang,0,305
5/5/2020,Perak,0,253
5/5/2020,Perlis,0,18
5/5/2020,Penang,1,121
5/5/2020,Sabah,0,316
5/5/2020,Sarawak,2,525
5/5/2020,Selangor,4,1555
5/5/2020,Terengganu,0,110
5/5/2020,Kuala Lumpur,23,1356
5/5/2020,Labuan,0,16
5/5/2020,Putrajaya,0,86
6/5/2020,Johor,0,667
6/5/2020,Kedah,0,95
6/5/2020,Kelantan,0,155
6/5/2020,Melaka,1,208
6/5/2020,Negeri Sembilan,2,600
6/5/2020,Pahang,0,305
6/5/2020,Perak,0,253
6/5/2020,Perlis,0,18
6/5/2020,Penang,0,121
6/5/2020,Sabah,0,316
6/5/2020,Sarawak,11,536
6/5/2020,Selangor,9,1564
6/5/2020,Terengganu,0,110
6/5/2020,Kuala Lumpur,22,1378
6/5/2020,Labuan,0,16
6/5/2020,Putrajaya,0,86
7/5/2020,Johor,0,667
7/5/2020,Kedah,0,95
7/5/2020,Kelantan,0,155
7/5/2020,Melaka,1,209
7/5/2020,Negeri Sembilan,0,600
7/5/2020,Pahang,0,305
7/5/2020,Perak,0,253
7/5/2020,Perlis,0,18
7/5/2020,Penang,0,121
7/5/2020,Sabah,1,317
7/5/2020,Sarawak,1,537
7/5/2020,Selangor,16,1580
7/5/2020,Terengganu,0,110
7/5/2020,Kuala Lumpur,20,1398
7/5/2020,Labuan,0,16
7/5/2020,Putrajaya,0,86
